RAND40499	17q21.31 deletion syndrome
RAND56038	Perampanel (product)
RAND14550	Product containing perampanel
RAND10576	Product containing perampanel (medicinal product)
RAND35559	zaleplon
RAND15815	Zaleplon
RAND27694	Zaleplon (substance)
RAND31763	Zaleplon
RAND10300	Zaleplon
RAND76102	Zaleplon (product)
RAND29809	Product containing zaleplon
RAND74349	Product containing zaleplon (medicinal product)
RAND81156	Zaleplon (substance)
RAND64932	Zaleplon
RAND13218	Zaleplon
RAND62970	Zaleplon (substance)
RAND44338	Pheneturide
RAND74213	Pheneturide
RAND50176	Pheneturide
RAND92368	Pheneturide (substance)
RAND26732	tiagabine
RAND54116	Tiagabine
RAND86706	Tiagabine
RAND91436	tiaGABine
RAND25270	Tiagabine
RAND24852	tiagabine
RAND51400	Tiagabine (product)
RAND21106	Product containing tiagabine
RAND19240	Product containing tiagabine (medicinal product)
RAND80897	Tiagabine
RAND92965	Tiagabine
RAND94767	Tiagabine (substance)
RAND35477	Tiagabine (substance)
RAND97048	Rufinamide
RAND87343	Rufinamide
RAND51666	Rufinamide (substance)
RAND96658	rufinamide
RAND32844	Rufinamide
RAND43033	Rufinamide
RAND75699	Rufinamide (product)
RAND77767	Product containing rufinamide (medicinal product)
RAND63906	Product containing rufinamide
RAND71411	Dimethadione
RAND55284	Dimethadione
RAND44922	Dimethadione
RAND73572	Dimethadione
RAND32955	Dimethadione (substance)
RAND86899	Chlormethiazole
RAND54140	Clomethiazole
RAND44161	Chlormethiazole
RAND61720	Chlormethiazole
RAND44017	Chlormethiazole
RAND46836	Chlormethiazole (substance)
RAND95646	Chlormethiazole (product)
RAND29898	Product containing clomethiazole
RAND68385	Product containing clomethiazole (medicinal product)
RAND94898	Clomethiazole
RAND24625	clomethiazole
RAND31873	Chlormethiazole
RAND31320	Clomethiazole
RAND65624	Clomethiazole (substance)
RAND47169	Chlormethiazole (substance)
RAND24004	Paraldehyde
RAND51765	Paraldehyde
RAND84432	Paraldehyde product
RAND87563	Paraldehyde
RAND67169	Paraldehyde
RAND86521	Paraldehyde
RAND95527	Paraldehyde (substance)
RAND92839	Paraldehyde
RAND86941	Paraldehyde
RAND98387	Paraldehyde
RAND42188	Paracetaldehyde
RAND48091	Paracetaldehyde
RAND39970	Paraldehyde product
RAND57184	Paraldehyde (product)
RAND19943	Paraldehyde (substance)
RAND70609	Paraldehyde (substance)
RAND79144	Piracetam
RAND39950	Piracetam
RAND51207	Piracetam (product)
RAND98283	Product containing piracetam
RAND23812	Product containing piracetam (medicinal product)
RAND52767	Piracetam
RAND64202	Piracetam
RAND57502	Piracetam (substance)
RAND44888	Piracetam (substance)
RAND32209	Barbiturate antiepileptic
RAND37636	Barbiturate antiepileptic
RAND82507	Barbiturate antiepileptic
RAND83646	Barbiturate antiepileptic (product)
RAND91102	Barbiturate antiepileptic (substance)
RAND46189	Barbiturate antiepileptic (substance)
RAND28567	Carbazepine antiepileptic
RAND39221	Carbazepine antiepileptic
RAND33917	Carbazepine antiepileptic
RAND70169	Carbazepine antiepileptic (product)
RAND72505	Carbazepine antiepileptic (substance)
RAND83088	Carbazepine antiepileptic (substance)
RAND49477	Succinimides
RAND74062	Succinimide antiepileptic
RAND45692	Succinimide antiepileptic
RAND76945	Product containing succinimide
RAND59035	Product containing succinimide (medicinal product)
RAND77446	Succinimide (product)
RAND68315	Succinimide
RAND63677	Succinimide
RAND85045	Succinimide (substance)
RAND13758	Succinimide (substance)
RAND38578	Vigabatrin
RAND82621	Vigabatrin
RAND16667	Vigabatrin
RAND48058	Vigabatrin product
RAND12152	Vigabatrin - chemical (substance)
RAND52816	Vigabatrin - chemical
RAND58870	Vigabatrin
RAND84939	Vigabatrin (substance)
RAND53907	Vigabatrin - chemical
RAND99364	Vigabatrin
RAND86548	Vigabatrin
RAND51580	Product containing vigabatrin (medicinal product)
RAND99007	Vigabatrin product (product)
RAND11285	Product containing vigabatrin
RAND39021	Vigabatrin product
RAND13719	Vigabatrin
RAND21687	Vigabatrin product (substance)
RAND87495	Gamma vinyl GABA
RAND19990	Gamma vinyl gamma aminobutyric acid
RAND79762	Desmethylparamethadione (substance)
RAND62456	Desmethylparamethadione
RAND22924	Oxazolidinediones
RAND99758	Oxazolidinedione (product)
RAND13257	Product containing oxazolidinedione
RAND41654	Product containing oxazolidinedione (medicinal product)
RAND29568	Oxazolidinedione (substance)
RAND28907	Oxazolidinedione
RAND94936	Oxazolidinedione
RAND94406	"Oxazolidinedione, NOS"
RAND91074	Oxazolidinedione (substance)
RAND29416	Beclamide
RAND24957	Beclamide
RAND33503	Beclamide - chemical (substance)
RAND13267	Beclamide (substance)
RAND36101	Beclamide - chemical
RAND12746	Beclamide
RAND88795	Beclamide
RAND96975	Beclamide (product)
RAND43389	Beclamide
RAND41978	Beclamide (substance)
RAND23926	Magnesium sulfate
RAND27353	Magnesium sulphate
RAND72177	Magnesium Sulfate
RAND38416	Magnesium sulfate (product)
RAND48055	Magnesium sulphate
RAND12841	Product containing magnesium sulfate (medicinal product)
RAND48069	Product containing magnesium sulfate
RAND68182	Magnesium sulfate
RAND24574	Magnesium sulfate
RAND10513	Magnesium sulphate
RAND26847	Magnesium sulfate (substance)
RAND53253	Magnesium sulfate (substance)
RAND97030	Drugs for control of epilepsy
RAND62362	Drugs for the control of epilepsy
RAND37233	Drugs for the control of epilepsy
RAND46287	Drugs for the control of epilepsy (product)
RAND87498	Drugs for the control of epilepsy (substance)
RAND52833	Drugs used in status epilept
RAND60927	Drugs used in status epilepticus
RAND83760	Drugs used in status epilepticus (product)
RAND55354	Drugs used in status epilepticus
RAND13093	Drugs used in status epilepticus (substance)
RAND76018	Gaba related antiepileptic
RAND91151	Gaba related antiepileptic
RAND52457	Gaba related antiepileptic (product)
RAND40358	Gaba related antiepileptic (substance)
RAND87667	Benzodiazepine antiepileptic
RAND94450	Benzodiazepine antiepileptic (product)
RAND69469	Benzodiazepine antiepileptic
RAND25002	Benzodiazepine antiepileptic
RAND18438	Benzodiazepine antiepileptic (product)
RAND17895	Benzodiazepine antiepileptic
RAND65023	Benzodiazepine antiepileptic
RAND19922	Parenteral magnesium sulfate
RAND96352	Parenteral magnesium sulphate product
RAND55243	Parenteral magnesium sulfate product
RAND71286	Parenteral magnesium sulfate
RAND30102	Parenteral magnesium sulfate (product)
RAND74374	Parenteral magnesium sulphate
RAND49499	Parenteral magnesium sulfate
RAND42364	Parenteral magnesium sulphate
RAND59632	Parenteral magnesium sulfate (product)
RAND68340	Magnesium sulphate I.V
RAND97426	Magnesium sulfate I.V
RAND66408	Magnesium sulfate I.V (product)
RAND83412	Parenteral form magnesium sulphate
RAND61086	Parenteral form magnesium sulfate (product)
RAND73823	Magnesium sulfate in parenteral dosage form
RAND87707	Parenteral form magnesium sulphate product
RAND92564	Product containing magnesium sulfate in parenteral dosage form (medicinal product form)
RAND52633	Product containing magnesium sulfate in parenteral dosage form
RAND35188	Parenteral form magnesium sulfate
RAND48171	Magnesium sulfate I.V (substance)
RAND47560	Parenteral magnesium sulfate (substance)
RAND78916	Parenteral magnesium sulfate product (product)
RAND53268	Phenyltriazine derivative anticonvulsant (substance)
RAND41155	Phenyltriazine derivative anticonvulsant
RAND67244	caramiphen
RAND31048	Caramiphen
RAND23500	Caramiphen
RAND10185	Caramiphen (product)
RAND11372	Caramiphen (substance)
RAND41878	Valproic Acid
RAND59950	Valproic acid
RAND52089	Valproic Acid
RAND55139	DPA
RAND19451	DPA
RAND17134	DPA - dipropylacetic acid
RAND87296	DPA - dipropylacetic acid
RAND35701	Product containing valproic acid
RAND41314	2-Propylvaleric acid
RAND60595	2-Propylpentanoic acid
RAND54152	Product containing valproic acid (medicinal product)
RAND83929	Valproic acid (product)
RAND54676	Dipropylacetic acid
RAND64724	2-Propylpentanoic acid
RAND49009	2-Propylvaleric acid
RAND11290	Dipropylacetic acid
RAND44506	Valproic acid
RAND38657	Valproic acid
RAND43119	Valproic acid (substance)
RAND15668	Valproic acid (substance)
RAND59868	Deoxybarbiturate (substance)
RAND75183	Deoxybarbiturate
RAND10719	Pentobarbital
RAND40372	Pentobarbital
RAND44948	PENTobarbital
RAND64906	Pentobarbitone - chemical (substance)
RAND92613	Pentobarbitone - chemical
RAND44083	Pentobarbital
RAND21817	Pentobarbital (product)
RAND46625	Product containing pentobarbital (medicinal product)
RAND93098	Pentobarbitone
RAND81150	Product containing pentobarbital
RAND59845	Pentobarbital
RAND67526	Pentobarbital
RAND95410	Pentobarbitone
RAND83823	Pentobarbital (substance)
RAND79329	Pentobarbital (substance)
RAND39179	Methylphenobarbital
RAND22066	Methylphenobarbitone
RAND48550	Mephobarbital
RAND95035	Mephobarbital
RAND73751	Mephobarbital product
RAND56171	Mephobarbital product (product)
RAND36551	Mephobarbital
RAND22703	Methylphenobarbital (substance)
RAND60797	Product containing methylphenobarbital (medicinal product)
RAND43446	Mephobarbital (product)
RAND16154	Product containing mephobarbital
RAND59464	Methylphenobarbitone
RAND88995	Mephobarbital (substance)
RAND10344	Product containing methylphenobarbital
RAND43258	methylphenobarbital
RAND93248	Mephobarbital
RAND23886	Mephobarbital
RAND98996	Methylphenobarbital
RAND72457	Methylphenobarbital
RAND69107	Mephobarbital (substance)
RAND51836	Brivaracetam (product)
RAND83272	Brivaracetam (substance)
RAND83083	Brivaracetam
RAND75878	Brivaracetam
RAND92903	Brivaracetam
RAND23015	Brivaracetam
RAND41035	Clobazam
RAND28512	clobazam
RAND91067	Sodium Valproate
RAND26416	sodium valproate
RAND36857	sodium Valproate
RAND40960	Sodium valproate
RAND29650	Tegretol
RAND98052	tegretol
RAND11224	Phenobarbital 
RAND42052	phenobarbital 
RAND30720	Phenobarbitone
RAND96587	phenobarbitone
RAND58476	midazolam
RAND71509	Midazolam
RAND82885	clonazepam
RAND72634	Clonazepam
RAND58761	Keppra
RAND85088	Lamictal
RAND50861	keppra
RAND11978	Epilim
RAND74578	Mysoline
RAND66512	Mysolin
RAND93396	Topamax
RAND81541	Zonegran
RAND12945	CT Abnormal
RAND11131	CT Normal
RAND99232	EEG Normal
RAND96818	EEG Abnormal
RAND15560	MRI Normal
RAND56678	MRI Abnormal
RAND79858	CT Result Unknown
RAND71747	Result Unknown CT
RAND59017	EEG Result Unknown
RAND34057	Result Unknown EEG
RAND94854	MRI Result Unknown
RAND60090	Result Unknown MRI
RAND63896	Normal CT
RAND45962	Abnormal CT
RAND79469	Normal EEG
RAND35302	Abnormal EEG
RAND87020	Normal MRI
RAND74822	Abnormal MRI
RAND42977	Result Unknown CT
RAND82722	Result Unknown EEG
RAND29929	Result Unknown MRI
RAND97437	major ones
RAND12406	smaller onese
RAND73537	jerk
RAND52669	jerks
RAND99016	Jerk
RAND63963	Jerks
RAND72546	Vacant episode
RAND81310	Vacant episodes
RAND86839	vacant episode
RAND83006	vacant episodes
RAND91591	Blank spell
RAND48492	blank spell
RAND93234	blank spells
RAND75147	Blank episode
RAND92162	blank episodes
RAND41208	Convulsion
RAND29714	convulsion
RAND31626	Convulsions
RAND66416	convulsions
RAND25968	Loss of consciousness
RAND16125	loss of consciousness
RAND95626	episodes of loss of consciousness
RAND52262	Collapse
RAND44230	funny do
RAND99931	funny dos
RAND30143	funny spell
RAND82454	funny turn
RAND64735	funny turns
RAND85221	Funny spell
RAND68159	Funny turn
RAND78918	Funny turns
RAND77683	odd episode
RAND51606	odd episodes
RAND38953	Unusual episodes
RAND32229	unusual episode
RAND97273	unusual episodes
RAND67572	Unusual episode
RAND68602	muscle twitch
RAND65430	absence
RAND54559	Absences
RAND98887	Absence
RAND36739	absences
RAND17739	absence type seizures
RAND42641	myoclonic jerks
RAND75605	myoclonus
RAND55935	Myoclonic jerks
RAND63289	Myoclonus
RAND78806	Turn
RAND73468	Turns
RAND39626	episodes of jerks
RAND80017	jerking episodes
RAND13666	hypnic jerk
RAND40609	hypnic twitch
RAND81270	myoclonic jerk
RAND28400	myoclonic jerking
RAND75112	seizure
RAND98716	seizures
RAND50215	seizure like event
RAND71109	seizure like events
RAND78665	seizure-like event
RAND32146	seizure-like events
RAND56264	seizure markers
RAND88785	Hydantoin
RAND50663	Hydantoin antiepileptic
RAND98819	Hydantoin derivative anticonvulsant (substance)
RAND52094	Hydantoin (product)
RAND60919	Hydantoin
RAND18462	Hydantoin derivative anticonvulsant (product)
RAND26830	Hydantoin derivative anticonvulsant
RAND46868	Hydantoin derivative anticonvulsant
RAND58906	Hydantoin derivative anticonvulsant
RAND51208	Hydantoin
RAND35660	Hydantoin antiepileptic
RAND90574	Hydantoin (substance)
RAND48549	Hydantoin (substance)
RAND83131	lacosamide
RAND84658	Lacosamide (substance)
RAND41610	Lacosamide
RAND74214	Lacosamide
RAND13836	Lacosamide
RAND22863	Lacosamide
RAND97158	Product containing lacosamide
RAND23586	Product containing lacosamide (medicinal product)
RAND12672	Lacosamide (product)
RAND45066	Barbiturates
RAND36659	Barbiturates
RAND67181	Barbiturate
RAND61606	Barbiturate
RAND92243	Barbiturates
RAND57786	Barbiturate (substance)
RAND45980	Barbiturate
RAND41037	Barbiturates
RAND93250	Barbiturate
RAND75794	Barbiturates
RAND80501	Barbiturate
RAND76602	Barbiturate
RAND82089	Barbiturate (product)
RAND58883	Barbiturate (substance)
RAND34941	"Barbiturate, NOS"
RAND15544	Barbiturate (substance)
RAND58752	topiramate 15 MG Oral Capsule
RAND14321	Topiramate 15mg capsule (product)
RAND78704	Topiramate 15mg capsule
RAND83137	Topiramate 15mg beads in capsule (product)
RAND95957	Topiramate 15mg beads in capsule
RAND61864	Topiramate 15mg beads in capsule (substance)
RAND65471	Topiramate 15mg sprinkle capsule
RAND25229	Benzodiazepine
RAND64321	Benzodiazepine
RAND38368	Benzodiazepine (product)
RAND98550	Benzodiazepine (substance)
RAND24588	Benzodiazepine
RAND50699	Benzodiazepine
RAND22672	"Benzodiazepine, NOS"
RAND66861	Benzodiazepine (substance)
RAND27802	potassium bromide
RAND28324	Potassium bromide
RAND50312	Potassium bromide (product)
RAND86555	Potassium bromide
RAND61529	Potassium bromide (substance)
RAND11677	Carbamazepine
RAND93028	Carbamazepine
RAND35886	Carbamazepine
RAND47796	Carbamazepine
RAND45638	Carbamazepine product
RAND10723	Carbamazepine
RAND91742	Carbamazepine - chemical
RAND49660	Carbamazepine
RAND18288	carBAMazepine
RAND19195	Carbamazepine
RAND13638	Carbamazepine - chemical (substance)
RAND82957	Carbamazepine - chemical
RAND10044	Carbamazepine
RAND92323	Product containing carbamazepine (medicinal product)
RAND38444	Carbamazepine (product)
RAND89245	Carbamazepine product
RAND36873	Product containing carbamazepine
RAND89674	Carbamazepine
RAND87044	Carbamazepine
RAND51778	Carbamazepine (substance)
RAND38389	Carbamazepine (substance)
RAND83095	felbamate
RAND98387	Felbamate
RAND93891	Felbamate
RAND24048	Felbamate product (product)
RAND34231	Product containing felbamate
RAND13246	Product containing felbamate (medicinal product)
RAND33330	Felbamate
RAND94623	Felbamate (substance)
RAND16489	Felbamate product
RAND84923	zonisamide
RAND61106	Zonisamide
RAND79571	Zonisamide
RAND42112	zonisamide
RAND64776	Zonisamide (product)
RAND93543	Product containing zonisamide (medicinal product)
RAND16172	Product containing zonisamide
RAND35751	Zonisamide (substance)
RAND14117	Zonisamide
RAND10553	Zonisamide
RAND25399	sulthiame
RAND65569	Sultiame
RAND55554	Sultiame (product)
RAND42521	Sulthiame
RAND58939	Sulthiame
RAND39128	sultiame
RAND39548	Sulthiamine
RAND76479	Sulthiamine (substance)
RAND32082	Sulthiame
RAND53406	Sultiame
RAND39868	Parenteral phenobarbitone
RAND40265	Parenteral phenobarbital
RAND15429	Parenteral phenobarbitone (product)
RAND60428	Parenteral phenobarbitone
RAND47903	Parenteral phenobarbital (product)
RAND59596	Parenteral form phenobarbital
RAND50485	Parenteral form phenobarbital
RAND27466	Parenteral form phenobarbitone
RAND29912	Parenteral form phenobarbital
RAND69804	Product containing phenobarbitone in parenteral dosage form
RAND42666	Product containing phenobarbitone in parenteral dosage form (medicinal product form)
RAND97923	Parenteral form phenobarbitone (product)
RAND62167	Phenobarbitone in parenteral dosage form
RAND72530	Parenteral phenobarbitone (substance)
RAND24449	Methyl phenyl ethyl hydantoin
RAND28343	Methyl phenyl ethyl hydantoin (substance)
RAND23074	sodium bromide
RAND89780	Sodium bromide
RAND41421	Sodium bromide (substance)
RAND84338	topiramate 25 MG Oral Capsule
RAND95341	Topiramate 25mg capsule
RAND42188	Topiramate 25mg capsule (product)
RAND11037	Topiramate 25mg beads in capsule (product)
RAND17656	Topiramate 25mg beads in capsule
RAND91884	Topiramate 25mg beads in capsule (substance)
RAND96715	Topiramate 25mg sprinkle capsule
RAND29284	eslicarbazepine
RAND18630	Eslicarbazepine (substance)
RAND71512	Eslicarbazepine
RAND95081	Eslicarbazepine
RAND11891	Eslicarbazepine (product)
RAND54644	ezogabine
RAND25064	ezogabine
RAND14401	Retigabine
RAND99647	Retigabine (substance)
RAND73671	Ezogabine
RAND54809	Ezogabine
RAND96559	Ezogabine
RAND65950	Retigabine
RAND95016	Ezogabine
RAND66104	Product containing retigabine
RAND32932	Product containing retigabine (medicinal product)
RAND63552	Retigabine (product)
RAND88633	retigabine
RAND66524	Fosphenytoin &#x7C; Bld-Ser-Plas
RAND44605	methsuximide
RAND12616	methsuximide
RAND16605	Methsuximide
RAND57626	Methsuximide
RAND71323	Product containing mesuximide (medicinal product)
RAND23251	Methsuximide (product)
RAND47021	Product containing methsuximide
RAND28161	Mesuximide
RAND54104	Mesuximide (substance)
RAND38201	Methsuximide (substance)
RAND22164	Product containing mesuximide
RAND66801	mesuximide
RAND54990	Methsuximide
RAND13286	Methsuximide
RAND23806	Mesuximide
RAND35891	Gabapentin
RAND13322	gabapentin
RAND55565	Gabapentin
RAND18508	Gabapentin
RAND80372	gabapentin
RAND32640	Product containing gabapentin
RAND40222	Gabapentin (product)
RAND30543	Product containing gabapentin (medicinal product)
RAND44668	Gabapentin
RAND33506	Gabapentin
RAND48356	Gabapentin (substance)
RAND19839	Gabapentin (substance)
RAND99432	phensuximide
RAND81156	Phensuximide
RAND36993	Phensuximide - chemical
RAND24928	Phensuximide - chemical (substance)
RAND47681	Phensuximide
RAND58394	Phensuximide
RAND25839	Phensuximide
RAND22673	Phensuximide (product)
RAND97578	Phensuximide (substance)
RAND45468	Levetiracetam
RAND17926	Levetiracetam
RAND65300	levETIRAcetam
RAND14429	Levetiracetam
RAND23094	Levetiracetam (substance)
RAND66609	Levetiracetam
RAND85098	Levetiracetam (product)
RAND24988	Product containing levetiracetam
RAND63666	Product containing levetiracetam (medicinal product)
RAND14713	Levetiracetam
RAND53939	Levetiracetam (substance)
RAND98184	Levetiracetam
RAND20550	Levetiracetam
RAND24529	Levetiracetam (product)
RAND29370	Levetiracetam (substance)
RAND32406	Ethosuximide
RAND55264	Ethosuximide
RAND59130	Ethosuximide
RAND86874	Ethosuximide
RAND33277	Ethosuximide (substance)
RAND94921	Ethosuximide
RAND72274	Ethosuximide
RAND62613	Product containing ethosuximide (medicinal product)
RAND78938	Ethosuximide (product)
RAND98810	Product containing ethosuximide
RAND36210	Ethosuximide
RAND91933	Ethosuximide
RAND10420	Ethosuximide (substance)
RAND63526	Ethosuximide (substance)
RAND32881	Lamotrigine
RAND76353	lamotrigine
RAND13778	Lamotrigine
RAND37663	lamoTRIgine
RAND14372	Lamotrigine
RAND97156	lamotrigine
RAND19815	Product containing lamotrigine (medicinal product)
RAND87514	Lamotrigine (product)
RAND87515	Product containing lamotrigine
RAND28995	Lamotrigine
RAND43611	Lamotrigine
RAND78640	Lamotrigine (substance)
RAND49445	Lamotrigine (substance)
RAND45957	Vigabatrin &#x7C; bld-ser-plas
RAND73993	paramethadione
RAND75244	Paramethadione
RAND99574	Paramethadione - chemical
RAND77996	Paramethadione - chemical (substance)
RAND38197	Paramethadione
RAND13429	Paramethadione
RAND39022	Paramethadione
RAND38103	Isoethadione
RAND53834	Paramethad
RAND27893	Paramethadione (product)
RAND97970	Paramethadione (substance)
RAND48740	Stiripentol (product)
RAND82638	Stiripentol (substance)
RAND34816	Stiripentol
RAND61311	Stiripentol
RAND32694	Stiripentol
RAND16163	Stiripentol
RAND27557	Valproate
RAND32898	Valproate product
RAND87857	Valproate
RAND91409	Valproate
RAND86826	Valproate
RAND80573	Valproate (substance)
RAND40393	Valproate
RAND82574	Valproate
RAND79174	Valproate (product)
RAND66788	Product containing valproate
RAND24816	Product containing valproate (medicinal product)
RAND93259	Valproate product
RAND32589	Valproate
RAND89500	Valproate
RAND73562	Valproate (substance)
RAND17613	Valproate (substance)
RAND76110	Trimethadione
RAND18941	Trimethadione
RAND35144	Trimethadione
RAND44262	Trimethadione - chemical
RAND78379	Trimethadione - chemical (substance)
RAND28140	Trimethadione
RAND88583	Trimethadione (product)
RAND52977	Product containing trimethadione (medicinal product)
RAND12523	Product containing trimethadione
RAND88797	Trimethadione
RAND46024	Trimethadione
RAND60008	Troxidone
RAND78208	Trimethadione (substance)
RAND90730	Anticonvulsants &#x7C; urine
RAND12623	Anticonvulsants &#x7C; bld-ser-plas
RAND29170	phenacemide
RAND56172	Phenacemide
RAND30428	Phenacemide
RAND89232	Phenacemide
RAND40150	Phenacemide
RAND12400	Phenylacetylcarbamide
RAND91433	Phenylacetylurea
RAND86327	Phenacemide (product)
RAND72015	Phenacemide (substance)
RAND70639	Phenytoin
RAND42787	Phenytoin
RAND37461	Phenytoin
RAND19806	Phenytoin
RAND30853	Phenylhydantoin
RAND48671	Phenytoin product
RAND70356	Phenytoin
RAND38699	Phenytoin - chemical
RAND78245	Phenytoin
RAND44889	Phenytoin - chemical
RAND70452	Phenytoin - chemical (substance)
RAND32768	Phenytoin
RAND42067	Phenytoin product
RAND70581	DPH
RAND34297	Product containing phenytoin
RAND24788	Diphenylhydantoin
RAND15666	Phenylhydantoin
RAND48592	Product containing phenytoin (medicinal product)
RAND42844	Phenytoin (product)
RAND88999	Phenytoin
RAND74502	Phenytoin
RAND83446	Diphenylhydantoin
RAND63395	DPH
RAND19742	Phenytoin (substance)
RAND16422	Phenytoin
RAND13602	Phenytoin (substance)
RAND57648	pregabalin
RAND41449	Pregabalin
RAND55907	Pregabalin
RAND85617	pregabalin
RAND17022	Product containing pregabalin (medicinal product)
RAND85218	Pregabalin (product)
RAND86303	Product containing pregabalin
RAND77911	Pregabalin (substance)
RAND24433	Pregabalin
RAND77548	Pregabalin
RAND42600	Sulthiame &#x7C; bld-ser-plas
RAND80104	1-Hydroxymidazolam
RAND59626	1-Hydroxymidazolam
RAND99362	1-Hydroxymidazolam (substance)
RAND82307	1-Hydroxymidazolam
RAND48423	topiramate
RAND95758	topiramate
RAND44506	Topiramate
RAND51193	Topiramate
RAND22810	Topiramate
RAND74373	Product containing topiramate (medicinal product)
RAND71758	Product containing topiramate
RAND93509	Topiramate (product)
RAND13796	Topiramate
RAND45381	Topiramate
RAND86572	Topiramate (substance)
RAND39701	Topiramate (substance)
RAND81049	Mephenytoin
RAND44238	Mephenytoin
RAND23753	Mephenytoin
RAND32736	Mephenytoin
RAND45397	Mephenytoin (product)
RAND33375	Product containing mephenytoin (medicinal product)
RAND37790	Product containing mephenytoin
RAND82703	Mephenytoin
RAND98065	Methoin
RAND77339	Methylphenylethylhydantoin
RAND59284	Mephenytoin (substance)
RAND25738	Mephenytoin
RAND97725	oxcarbazepine
RAND83685	Oxcarbazepine
RAND37481	OXcarbazepine
RAND54151	Oxcarbazepine
RAND35782	Oxcarbazepine (substance)
RAND42372	Oxcarbazepine
RAND95247	oxcarbazepine
RAND12743	Product containing oxcarbazepine
RAND50301	Oxcarbazepine (product)
RAND64087	Product containing oxcarbazepine (medicinal product)
RAND85747	Oxcarbazepine (substance)
RAND12680	Oxcarbazepine
RAND22179	Oxcarbazepine
RAND41506	Oxcarbazepine (substance)
RAND88760	Primidone
RAND91195	Primidone
RAND12437	Hexamidinum
RAND29382	Primidone
RAND70293	Primidone
RAND10614	Primidone product (product)
RAND16800	Primidone product
RAND31622	Primidone
RAND66870	Desoxyphenobarbital
RAND58883	Primidone (product)
RAND46257	Hexamidinum
RAND98351	Product containing primidone (medicinal product)
RAND54295	Product containing primidone
RAND38869	Primidone
RAND90814	Primidone
RAND91761	Desoxyphenobarbital
RAND51624	Primidone (substance)
RAND29756	Primidone (substance)
RAND50129	Ethotoin
RAND95203	Ethotoin
RAND56230	Ethotoin
RAND36831	Product containing ethotoin (medicinal product)
RAND11583	Product containing ethotoin
RAND29102	Ethotoin product (product)
RAND53621	Ethotoin
RAND13770	Ethotoin (substance)
RAND92620	Ethotoin product
RAND63833	Ethotoin
RAND77276	Pheneturide &#x7C; bld-ser-plas
RAND17150	perampanel
RAND71989	Perampanel
RAND48646	Perampanel (substance)
RAND92463	Perampanel
RAND40259	Perampanel (product)
RAND70749	Product containing perampanel
RAND98979	Product containing perampanel (medicinal product)
RAND48169	zaleplon
RAND46031	Zaleplon
RAND68613	Zaleplon (substance)
RAND83421	Zaleplon
RAND62461	Zaleplon
RAND94960	Zaleplon (product)
RAND89957	Product containing zaleplon
RAND10902	Product containing zaleplon (medicinal product)
RAND91564	Zaleplon (substance)
RAND63205	Zaleplon
RAND95455	Zaleplon
RAND53882	Zaleplon (substance)
RAND37605	Pheneturide
RAND42242	Pheneturide
RAND88218	Pheneturide
RAND83914	Pheneturide (substance)
RAND26484	tiagabine
RAND95039	Tiagabine
RAND63822	Tiagabine
RAND79247	tiaGABine
RAND41084	Tiagabine
RAND75610	tiagabine
RAND31200	Tiagabine (product)
RAND20459	Product containing tiagabine
RAND46995	Product containing tiagabine (medicinal product)
RAND17357	Tiagabine
RAND43617	Tiagabine
RAND77259	Tiagabine (substance)
RAND78247	Tiagabine (substance)
RAND14110	Rufinamide
RAND15327	Rufinamide
RAND51871	Rufinamide (substance)
RAND79702	rufinamide
RAND80180	Rufinamide
RAND37230	Rufinamide
RAND49172	Rufinamide (product)
RAND63992	Product containing rufinamide (medicinal product)
RAND16176	Product containing rufinamide
RAND54982	Dimethadione
RAND18249	Dimethadione
RAND33403	Dimethadione
RAND26943	Dimethadione
RAND23864	Dimethadione (substance)
RAND94292	Chlormethiazole
RAND76889	Clomethiazole
RAND41716	Chlormethiazole
RAND81694	Chlormethiazole
RAND51680	Chlormethiazole
RAND53634	Chlormethiazole (substance)
RAND75723	Chlormethiazole (product)
RAND53702	Product containing clomethiazole
RAND71758	Product containing clomethiazole (medicinal product)
RAND50283	Clomethiazole
RAND34466	clomethiazole
RAND23337	Chlormethiazole
RAND55160	Clomethiazole
RAND12691	Clomethiazole (substance)
RAND71723	Chlormethiazole (substance)
RAND45959	Paraldehyde
RAND31498	Paraldehyde
RAND55522	Paraldehyde product
RAND73941	Paraldehyde
RAND76554	Paraldehyde
RAND57102	Paraldehyde
RAND38873	Paraldehyde (substance)
RAND83597	Paraldehyde
RAND15142	Paraldehyde
RAND97433	Paraldehyde
RAND57841	Paracetaldehyde
RAND15483	Paracetaldehyde
RAND60765	Paraldehyde product
RAND97584	Paraldehyde (product)
RAND89212	Paraldehyde (substance)
RAND27828	Paraldehyde (substance)
RAND62323	Piracetam
RAND98573	Piracetam
RAND77412	Piracetam (product)
RAND57072	Product containing piracetam
RAND27477	Product containing piracetam (medicinal product)
RAND86860	Piracetam
RAND72505	Piracetam
RAND41768	Piracetam (substance)
RAND99312	Piracetam (substance)
RAND66252	Barbiturate antiepileptic
RAND96878	Barbiturate antiepileptic
RAND77060	Barbiturate antiepileptic
RAND22162	Barbiturate antiepileptic (product)
RAND24028	Barbiturate antiepileptic (substance)
RAND83455	Barbiturate antiepileptic (substance)
RAND50926	Carbazepine antiepileptic
RAND45869	Carbazepine antiepileptic
RAND91405	Carbazepine antiepileptic
RAND54173	Carbazepine antiepileptic (product)
